"clust","EdgeBetweenness","interaction","name","selected","shared interaction","shared name"
"2","22.229257393470984","interacts with","440 (interacts with) 6100","false","interacts with","440 (interacts with) 6100"
"1","17.53360093333325","interacts with","440 (interacts with) 6655","false","interacts with","440 (interacts with) 6655"
"1","17.27016186289648","interacts with","440 (interacts with) 6666","false","interacts with","440 (interacts with) 6666"
"1","26.822791913795776","interacts with","440 (interacts with) 6804","false","interacts with","440 (interacts with) 6804"
"2","17.515482993453674","interacts with","440 (interacts with) 6806","false","interacts with","440 (interacts with) 6806"
"1","17.6748999482187","interacts with","440 (interacts with) 6837","false","interacts with","440 (interacts with) 6837"
"3","17.326076784945656","interacts with","440 (interacts with) 6919","false","interacts with","440 (interacts with) 6919"
"1","19.746305091698225","interacts with","440 (interacts with) 6995","false","interacts with","440 (interacts with) 6995"
"1","17.80378100558731","interacts with","440 (interacts with) 7006","false","interacts with","440 (interacts with) 7006"
"4","17.439416910847772","interacts with","440 (interacts with) 7128","false","interacts with","440 (interacts with) 7128"
"1","20.669627411102017","interacts with","440 (interacts with) 7136","false","interacts with","440 (interacts with) 7136"
"4","19.00303215460534","interacts with","440 (interacts with) 7233","false","interacts with","440 (interacts with) 7233"
"1","18.102505073427043","interacts with","440 (interacts with) 7422","false","interacts with","440 (interacts with) 7422"
"14","41.178540187704456","interacts with","440 (interacts with) 7980","false","interacts with","440 (interacts with) 7980"
"2","23.212619190777854","interacts with","440 (interacts with) 8069","false","interacts with","440 (interacts with) 8069"
"1","23.764107022799678","interacts with","440 (interacts with) 8272","false","interacts with","440 (interacts with) 8272"
"1","22.60279363846398","interacts with","440 (interacts with) 8332","false","interacts with","440 (interacts with) 8332"
"7","25.452678457041607","interacts with","440 (interacts with) 8658","false","interacts with","440 (interacts with) 8658"
"1","22.327248331304045","interacts with","440 (interacts with) 8797","false","interacts with","440 (interacts with) 8797"
"2","40.00447403473719","interacts with","440 (interacts with) 9195","false","interacts with","440 (interacts with) 9195"
"1","21.673206815441645","interacts with","440 (interacts with) 9290","false","interacts with","440 (interacts with) 9290"
"2","22.91519994406837","interacts with","440 (interacts with) 9304","false","interacts with","440 (interacts with) 9304"
"4","17.005452957836983","interacts with","440 (interacts with) 9311","false","interacts with","440 (interacts with) 9311"
"3","22.427183229318707","interacts with","440 (interacts with) 9325","false","interacts with","440 (interacts with) 9325"
"3","23.973903441078093","interacts with","440 (interacts with) 9412","false","interacts with","440 (interacts with) 9412"
"1","24.205842887347632","interacts with","440 (interacts with) 9778","false","interacts with","440 (interacts with) 9778"
"2","20.354238596308612","interacts with","440 (interacts with) 9867","false","interacts with","440 (interacts with) 9867"
"1","23.817175432199544","interacts with","440 (interacts with) 10381","false","interacts with","440 (interacts with) 10381"
"3","22.195461814533672","interacts with","440 (interacts with) 10591","false","interacts with","440 (interacts with) 10591"
"1","24.720214147674685","interacts with","440 (interacts with) 10610","false","interacts with","440 (interacts with) 10610"
"2","28.107912674219577","interacts with","440 (interacts with) 10648","false","interacts with","440 (interacts with) 10648"
"1","17.64281133199373","interacts with","440 (interacts with) 10987","false","interacts with","440 (interacts with) 10987"
"2","21.393650535437427","interacts with","440 (interacts with) 11148","false","interacts with","440 (interacts with) 11148"
"1","19.281832402601985","interacts with","440 (interacts with) 11300","false","interacts with","440 (interacts with) 11300"
"1","21.271224569792135","interacts with","440 (interacts with) 11385","false","interacts with","440 (interacts with) 11385"
"1","24.94064110241805","interacts with","440 (interacts with) 11458","false","interacts with","440 (interacts with) 11458"
"1","26.654171928488793","interacts with","440 (interacts with) 11562","false","interacts with","440 (interacts with) 11562"
"2","18.757307298771472","interacts with","440 (interacts with) 11683","false","interacts with","440 (interacts with) 11683"
"3","26.734045009206618","interacts with","440 (interacts with) 11748","false","interacts with","440 (interacts with) 11748"
"2","24.681886440334182","interacts with","440 (interacts with) 11750","false","interacts with","440 (interacts with) 11750"
"3","19.468193883970546","interacts with","440 (interacts with) 11941","false","interacts with","440 (interacts with) 11941"
"2","41.45869283668229","interacts with","440 (interacts with) 11977","false","interacts with","440 (interacts with) 11977"
"1","22.597427169078205","interacts with","440 (interacts with) 11982","false","interacts with","440 (interacts with) 11982"
"2","23.348121025024117","interacts with","440 (interacts with) 12027","false","interacts with","440 (interacts with) 12027"
"1","21.043449845665155","interacts with","440 (interacts with) 12053","false","interacts with","440 (interacts with) 12053"
"1","22.02570978696478","interacts with","440 (interacts with) 12064","false","interacts with","440 (interacts with) 12064"
"1","21.310348406712755","interacts with","440 (interacts with) 12643","false","interacts with","440 (interacts with) 12643"
"1","38.67108010763186","interacts with","440 (interacts with) 12771","false","interacts with","440 (interacts with) 12771"
"1","22.151474214724047","interacts with","440 (interacts with) 13286","false","interacts with","440 (interacts with) 13286"
"1","31.455400155400135","interacts with","440 (interacts with) 13317","false","interacts with","440 (interacts with) 13317"
"2","23.815656109096395","interacts with","440 (interacts with) 13411","false","interacts with","440 (interacts with) 13411"
"1","16.406007278222972","interacts with","440 (interacts with) 13441","false","interacts with","440 (interacts with) 13441"
"4","19.57838604241915","interacts with","440 (interacts with) 13448","false","interacts with","440 (interacts with) 13448"
"3","16.13094712234601","interacts with","440 (interacts with) 13569","false","interacts with","440 (interacts with) 13569"
"1","25.48101944675142","interacts with","440 (interacts with) 13718","false","interacts with","440 (interacts with) 13718"
"3","16.732828213126872","interacts with","440 (interacts with) 13752","false","interacts with","440 (interacts with) 13752"
"1","24.520004205049965","interacts with","440 (interacts with) 13809","false","interacts with","440 (interacts with) 13809"
"1","33.53357385740134","interacts with","440 (interacts with) 13991","false","interacts with","440 (interacts with) 13991"
"2","25.963011189913868","interacts with","440 (interacts with) 14081","false","interacts with","440 (interacts with) 14081"
"1","23.212956863564983","interacts with","440 (interacts with) 14187","false","interacts with","440 (interacts with) 14187"
"3","20.84035297670259","interacts with","440 (interacts with) 14368","false","interacts with","440 (interacts with) 14368"
"1","16.76754938344125","interacts with","566 (interacts with) 810","false","interacts with","566 (interacts with) 810"
"19","19.634356560249007","interacts with","566 (interacts with) 871","false","interacts with","566 (interacts with) 871"
"1","14.793928639392195","interacts with","566 (interacts with) 939","false","interacts with","566 (interacts with) 939"
"1","34.3341441279522","interacts with","566 (interacts with) 1087","false","interacts with","566 (interacts with) 1087"
"1","33.16729587458949","interacts with","566 (interacts with) 1372","false","interacts with","566 (interacts with) 1372"
"2","14.937229769339067","interacts with","566 (interacts with) 1460","false","interacts with","566 (interacts with) 1460"
"3","15.752546368982681","interacts with","566 (interacts with) 1593","false","interacts with","566 (interacts with) 1593"
"1","33.7542144883337","interacts with","566 (interacts with) 1683","false","interacts with","566 (interacts with) 1683"
"2","16.161780296494996","interacts with","566 (interacts with) 1807","false","interacts with","566 (interacts with) 1807"
"1","23.04845519391979","interacts with","566 (interacts with) 1887","false","interacts with","566 (interacts with) 1887"
"1","14.353872741286034","interacts with","566 (interacts with) 2010","false","interacts with","566 (interacts with) 2010"
"10","14.450485758041774","interacts with","566 (interacts with) 2164","false","interacts with","566 (interacts with) 2164"
"1","24.75272526777213","interacts with","566 (interacts with) 2252","false","interacts with","566 (interacts with) 2252"
